ArticleID,PMID,Year,Title,Journal,Access,Details
4914825,34914825,2022,Antibody Response and Variant Cross-Neutralization After SARS-CoV-2 Breakthrough Infection,JAMA,,
4905235,34905235,2021,Characterization of the novel SARS-CoV-2 Omicron (B.1.1.529) variant of concern and its global perspective,J Med Virol,,
4912111,34912111,2022,ER proteins decipher the tubulin code to regulate organelle distribution,Nature,Free PMC article,
4909772,34909772,2021,Minimal cross-over between mutations associated with Omicron variant of SARS-CoV-2 and CD8+ T cell epitopes identified in COVID-19 convalescent individuals,bioRxiv,Free PMC article,
4914824,34914824,2022,TIM3+ TRBV11-2 T cells and IFNγ signature in patrolling monocytes and CD16+ NK cells delineate MIS-C,J Exp Med,,
4022372,34022372,2021,Pre-pandemic cognitive function and COVID-19 vaccine hesitancy: cohort study,Brain Behav Immun,Free PMC article,
4182898,34182898,2021,A guide to cranial nerve testing for musculoskeletal clinicians,J Man Manip Ther,,
4898050,34898050,2021,How to translate the knowledge of COVID-19 into the prevention of Omicron variants,Clin Transl Med,Free PMC article,
4932077,34932077,2021,Effect of Therapeutic Drug Monitoring vs Standard Therapy During Maintenance Infliximab Therapy on Disease Control in Patients With Immune-Mediated Inflammatory Diseases: A Randomized Clinical Trial,JAMA,,
0119250,30119250,2018,RETRACTED: miR-208b targets Bax to protect H9c2 cells against hypoxia-induced apoptosis,Biomed Pharmacother,,
4553667,34553667,2021,Missing puzzle pieces of time-restricted-eating (TRE) as a long-term weight-loss strategy in overweight and obese people? A systematic review and meta-analysis of randomized controlled trials,Crit Rev Food Sci Nutr,,
4910859,34910859,2021,Efficacy and Safety of NVX-CoV2373 in Adults in the United States and Mexico,N Engl J Med,Free PMC article,
3440907,33440907,2021,Revealing of Non-Cultivable Bacteria Associated with the Mycelium of Fungi in the Kerosene-Degrading Community Isolated from the Contaminated Jet Fuel,J Fungi (Basel),Free PMC article,
4888894,34888894,2021,Omicron variant genome evolution and phylogenetics,J Med Virol,,
4907160,34907160,2021,XDeathDB: a visualization platform for cell death molecular interactions,Cell Death Dis,Free PMC article,
4908713,34908713,2021,Dangers of mRNA vaccines,Ind Psychiatry J,Free PMC article,
4907367,34907367,2021,Waning COVID super-immunity raises questions about Omicron,Nature,,
4883466,34883466,2021,"Arthrogenic Muscle Inhibition: Best Evidence, Mechanisms, and Theory for Treating the Unseen in Clinical Rehabilitation",J Sport Rehabil,,
4902008,34902008,2021,"Adiposity, metabolomic biomarkers and risk of nonalcoholic fatty liver disease: a case-cohort study",Am J Clin Nutr,,
5844175,25844175,2015,Surgical management of traumatic penile amputation: a case report and review of the world literature,Sex Med,Free PMC article,
4894208,34894208,2021,Pharmacological treatment of COVID-19: an opinion paper,Rev Esp Quimioter,Free article,Review
4904799,34904799,2021,Polatuzumab Vedotin in Previously Untreated Diffuse Large B-Cell Lymphoma,N Engl J Med,,
4910228,34910228,2021,Current practice and evolving concepts in septic shock resuscitation,Intensive Care Med,,
5830248,25830248,2014,Picosecond lasers: the next generation of short-pulsed lasers,Semin Cutan Med Surg,,
4895470,34895470,2022,Pharmacotherapy for adults with overweight and obesity: a systematic review and network meta-analysis of randomised controlled trials,Lancet,,
4902435,34902435,2021,The OM-85 bacterial lysate inhibits SARS-CoV-2 infection of epithelial cells by downregulating SARS-CoV-2 receptor expression,J Allergy Clin Immunol,Free PMC article,
4909634,34909634,2022,Severe breakthrough COVID-19 with a heavily mutated variant in a multiple myeloma patient 10 weeks after vaccination,Clin Infect Pract,Free PMC article,
4186002,34186002,2021,The confounding effects of sub-thermoneutral housing temperatures on aerobic exercise-induced adaptations in mouse subcutaneous white adipose tissue,Biol Lett,,
4911171,34911171,2021,Commercial immunoassays for detection of anti-SARS-CoV-2 spike and RBD antibodies: urgent call for validation against new and highly mutated variants,Clin Chem Lab Med,,
4694987,34694987,2021,Valid publication of the names of forty-two phyla of prokaryotes,Int J Syst Evol Microbiol,,
4910301,34910301,2021,Guidelines for the use of flow cytometry and cell sorting in immunological studies (third edition),Eur J Immunol,,
4891224,34891224,2021,Axicabtagene Ciloleucel as Second-Line Therapy for Large B-Cell Lymphoma,N Engl J Med,,
4893796,34893796,2021,USDA's FoodData Central: What is it? and Why is it needed today?,Am J Clin Nutr,,
4918337,34918337,2021,Antipsychotics for agitation and psychosis in people with Alzheimer's disease and vascular dementia,Cochrane Database Syst Rev,,
4781404,24781404,2014,Compression asphyxia in upright suspended position,Am J Forensic Med Pathol,,
4901546,34901546,2021,"Exosomes: Small vesicles with big roles in cancer, vaccine development, and therapeutics",Bioact Mater,Free PMC article,Review
4882190,34882190,2021,"Next-Generation Artificial Intelligence for Diagnosis: From Predicting Diagnostic Labels to ""Wayfinding""",JAMA,,
4897644,34897644,2021,Effect of periodontal treatments on blood pressure,Cochrane Database Syst Rev,,
4887591,34887591,2021,The power of genetic diversity in genome-wide association studies of lipids,Nature,,
3657459,33657459,2021,COVID-19: A methyl-group assault?,Med Hypotheses,Free PMC article,
4894254,34894254,2021,Prognostic and therapeutic role of vitamin D in COVID-19: systematic review and meta-analysis,J Clin Endocrinol Metab,Free PMC article,
4911695,34911695,2021,The impact of therapeutics on mortality in hospitalised patients with COVID-19: systematic review and meta-analyses informing the European Respiratory Society living guideline,Eur Respir Rev,Free article,Review
4894038,34894038,2021,"Sodium-glucose co-transporter 2 inhibitors as an early, first-line therapy in patients with heart failure and reduced ejection fraction",Eur J Heart Fail,,
4914695,34914695,2021,Mutations in LRRK2 linked to Parkinson disease sequester Rab8a to damaged lysosomes and regulate transferrin-mediated iron uptake in microglia,PLoS Biol,Free PMC article,
4915762,34915762,2021,Psilocybin microdosing does not affect emotion-related symptoms and processing: A preregistered field and lab-based study,J Psychopharmacol,Free article,
3405321,33405321,2021,Efficacy and safety of OM-85 in paediatric recurrent respiratory tract infections which could have a possible protective effect on COVID-19 pandemic: A meta-analysis,Int J Clin Pract,Free PMC article,
4911284,34911284,2021,Antibody response after vaccination against SARS-CoV-2 in adults with haematological malignancies: a systematic review and meta-analysis,Haematologica,Free article,
4911124,34911124,2021,"An International Adult Guideline for Making Clozapine Titration Safer by Using Six Ancestry-Based Personalized Dosing Titrations, CRP, and Clozapine Levels",Pharmacopsychiatry,Free article,
4910280,34910280,2021,Clinical Experience with Ropeginterferon Alfa-2b in the Off-Label Use for the Treatment of COVID-19 Patients in Taiwan,Adv Ther,Free PMC article,
4912114,34912114,2022,Individual human cortical progenitors can produce excitatory and inhibitory neurons,Nature,,
4893540,34893540,2021,The N-terminal cysteine is a dual sensor of oxygen and oxidative stress,Proc Natl Acad Sci U S A,,
4897752,34897752,2021,Sequence analysis of the emerging SARS-CoV-2 variant Omicron in South Africa,J Med Virol,,
4907085,34907085,2021,Covid-19: GPs are told to postpone routine care to focus on vaccine boosters in response to omicron,BMJ,,
4905671,34905671,2021,SARS-CoV-2 variant Omicron (B.1.1.529) is in a rising trend of mutations increasing the positive electric charge in crucial regions of the spike protein S,Acta Biochim Pol,Free article,
4935984,34935984,2021,ENB1 encodes a cellulose synthase 5 that directs synthesis of cell wall ingrowths in maize basal endosperm transfer cells,Plant Cell,Free article,
4919173,34919173,2021,Transposon dynamics and the epigenetic switch hypothesis,Theor Med Bioeth,,
5818209,25818209,2015,Co-infections with respiratory viruses in dogs with bacterial pneumonia,J Vet Intern Med,Free PMC article,
4907199,34907199,2021,Paracrine FGFs target skeletal muscle to exert potent anti-hyperglycemic effects,Nat Commun,Free PMC article,
9347201,19347201,2009,[Regionalization of health services: challenges for the Angolan case],Cad Saude Publica,Free article,Portuguese
4913959,34913959,2021,"Apatinib vs Placebo in Patients With Locally Advanced or Metastatic, Radioactive Iodine-Refractory Differentiated Thyroid Cancer: The REALITY Randomized Clinical Trial",JAMA Oncol,Free PMC article,
4894915,34894915,2021,Smooth Pursuit Eye Movements as a Biomarker for Mild Concussion within 7-Days of Injury,Brain Inj,,
4914339,34914339,2021,21-Gene Assay to Inform Chemotherapy Benefit in Node-Positive Breast Cancer,N Engl J Med,,
4916212,34916212,2021,Omicron: a failure to act with a global focus will continue the proliferation of new variants of covid-19,BMJ,,
2269180,32269180,2020,Molecular detection of canine respiratory pathogens between 2017 and 2018 in Japan,J Vet Med Sci,Free PMC article,
4910119,34910119,2021,Differentially targeted seeding reveals unique pathological alpha-synuclein propagation patterns,Brain,,
4909131,34909131,2021,25-Hydroxyvitamin D level is associated with mortality in patients with critical COVID-19: a prospective observational study in Mexico City,Nutr Res Pract,Free PMC article,
4883053,34883053,2022,"Immunogenicity, safety, and reactogenicity of heterologous COVID-19 primary vaccination incorporating mRNA, viral-vector, and protein-adjuvant vaccines in the UK (Com-COV2): a single-blind, randomised, phase 2, non-inferiority trial",Lancet,Free PMC article,Clinical Trial
4898320,34898320,2021,"High- Versus Low-Dose Dexamethasone for the Treatment of COVID-19-Related Acute Respiratory Distress Syndrome: A Multicenter, Randomized Open-Label Clinical Trial",J Intensive Care Med,,
4880490,34880490,2021,"The emergence, genomic diversity and global spread of SARS-CoV-2",Nature,,
4905513,34905513,2021,Beta-cell function and plasma insulin clearance in people with obesity and different glycemic status,J Clin Invest,Free article,
4596015,34596015,2021,"Nosocomial outbreak caused by the SARS-CoV-2 Delta variant in a highly vaccinated population, Israel, July 2021",Euro Surveill,Free PMC article,
4890537,34890537,2021,"Immunogenicity and safety of a third dose of CoronaVac, and immune persistence of a two-dose schedule, in healthy adults: interim results from two single-centre, double-blind, randomised, placebo-controlled phase 2 clinical trials",Lancet Infect Dis,Free PMC article,
6895876,16895876,2006,Preoperative weight loss with a very-low-energy diet: quantitation of changes in liver and abdominal fat by serial imaging,Am J Clin Nutr,,
4901997,34901997,2021,Efficacy and Safety of COVID-19 Convalescent Plasma in Hospitalized Patients: A Randomized Clinical Trial,JAMA Intern Med,Free PMC article,
3582380,33582380,2021,Impact of Surgery for Deep Infiltrative Endometriosis before In Vitro Fertilization: A Systematic Review and Meta-analysis,J Minim Invasive Gynecol,Free article,Review
4901991,34901991,2022,TBK1 recruitment to STING mediates autoinflammatory arthritis caused by defective DNA clearance,J Exp Med,Free PMC article,
4903875,34903875,2021,What Sci-Hub's latest court battle means for research,Nature,,
4914869,34914869,2021,Molnupiravir - A Step toward Orally Bioavailable Therapies for Covid-19,N Engl J Med,Free PMC article,No abstract available
4910860,34910860,2021,The Wild West of Checkpoint Inhibitor Development,N Engl J Med,,
4882437,34882437,2021,Track Omicron's spread with molecular data,Science,,
4910927,34910927,2021,Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape,Cell,Free PMC article,
1078973,21078973,2010,Neural signatures of autism,Proc Natl Acad Sci U S A,Free PMC article,
4893771,34893771,2021,Neurocognitive and hypokinetic movement disorder with features of parkinsonism after BCMA-targeting CAR-T cell therapy,Nat Med,,
4906356,34906356,2021,Learning and attention increase visual response selectivity through distinct mechanisms,Neuron,Free article,
4873578,34873578,2021,"Omicron (B.1.1.529): Infectivity, vaccine breakthrough, and antibody resistance",ArXiv,Free PMC article,
4911975,34911975,2021,CD137 (4-1BB) costimulation of CD8+ T cells is more potent when provided in cis than in trans with respect to CD3-TCR stimulation,Nat Commun,Free PMC article,
4902013,34902013,2021,Effect of Minimally Invasive Surfactant Therapy vs Sham Treatment on Death or Bronchopulmonary Dysplasia in Preterm Infants With Respiratory Distress Syndrome: The OPTIMIST-A Randomized Clinical Trial,JAMA,,
4876769,34876769,2021,Omicron emerges,New Sci,Free PMC article,
4882480,34882480,2021,"PI(3,4)P2-mediated cytokinetic abscission prevents early senescence and cataract formation",Science,,
4908441,34908441,2021,African swine fever virus regulates host energy and amino acid metabolism to promote viral replication,J Virol,,
4907443,34907443,2022,An Alarm Watch for Daytime Urinary Incontinence: A Randomized Controlled Trial,Pediatrics,,
4893768,34893768,2021,"To beat Omicron, Delta and bird flu, Europe must pull together",Nature,,
4904798,34904798,2021,Second-Line Tisagenlecleucel or Standard Care in Aggressive B-Cell Lymphoma,N Engl J Med,,
4869788,34869788,2021,No limit to maximal lifespan in humans: how to beat a 122-year-old record,Oncoscience,Free PMC article,
4936695,34936695,2021,Molecular and cellular mechanisms that regulate human erythropoiesis,Blood,,
4902335,34902335,2022,Residual cancer burden after neoadjuvant chemotherapy and long-term survival outcomes in breast cancer: a multicentre pooled analysis of 5161 patients,Lancet Oncol,Free article,
4903872,34903872,2021,The best science images of 2021,Nature,,
4905696,34905696,2022,Mechanisms of Sinoatrial Node Dysfunction in Heart Failure With Preserved Ejection Fraction,Circulation,,
4928700,34928700,2021,COVID-19 Vaccination Effectiveness Against Infection or Death in a National U.S. Health Care System : A Target Trial Emulation Study,Ann Intern Med,Free PMC article,
4896627,34896627,2022,Omicron variant (B.1.1.529) of SARS-CoV-2: Threat assessment and plan of action,Int J Surg,Free PMC article,No abstract available
4442684,34442684,2021,Gut Dysbiosis during COVID-19 and Potential Effect of Probiotics,Microorganisms,Free PMC article,Review
4890255,34890255,2021,Intranasal priming induces local lung-resident B cell populations that secrete protective mucosal antiviral IgA,Sci Immunol,,
4906131,34906131,2021,Causal role of high body mass index in multiple chronic diseases: a systematic review and meta-analysis of Mendelian randomization studies,BMC Med,Free PMC article,
4880488,34880488,2021,Omicron likely to weaken COVID vaccine protection,Nature,,
6106541,26106541,2015,The autism puzzle: Diffuse but not pervasive neuroanatomical abnormalities in children with ASD,Neuroimage Clin,Free PMC article,
4916228,34916228,2021,Ribosomal protein S6 kinase beta-1 gene variants cause hypertrophic cardiomyopathy,J Med Genet,,
4880500,34880500,2021,A hormone complex of FABP4 and nucleoside kinases regulates islet function,Nature,,
4907192,34907192,2021,Depletion of central memory CD8+ T cells might impede the antitumor therapeutic effect of Mogamulizumab,Nat Commun,Free PMC article,Clinical Trial
4890454,34890454,2021,Thrombin spatial distribution determines Protein C activation during hemostasis and thrombosis,Blood,,
4894487,34894487,2022,Intake of fruits and vegetables according to pesticide residue status in relation to all-cause and disease-specific mortality: Results from three prospective cohort studies,Environ Int,Free PMC article,
4676659,34676659,2021,Making exercise count: Considerations for the role of exercise in back pain treatment,Musculoskeletal Care,,
4932079,34932079,2021,Effect of Long-term Supplementation With Marine Omega-3 Fatty Acids vs Placebo on Risk of Depression or Clinically Relevant Depressive Symptoms and on Change in Mood Scores: A Randomized Clinical Trial,JAMA,,
4893782,34893782,2021,"Coronapod: vaccines and long COVID, how protected are you?",Nature,,
4936696,34936696,2021,Overcoming IMiD Resistance in T-cell Lymphomas Through Potent Degradation of ZFP91 and IKZF1,Blood,,
4907911,34907911,2021,Circular RNA circEsyt2 regulates vascular smooth muscle cell remodeling via splicing regulation,J Clin Invest,Free article,
4907248,34907248,2021,Pharmacokinetics and central accumulation of delta-9-tetrahydrocannabinol (THC) and its bioactive metabolites are influenced by route of administration and sex in rats,Sci Rep,Free PMC article,
4876667,34876667,2021,Omicron is bad but the global response is worse,Nature,,
4905388,34905388,2021,"Arterial Chemotherapy of Oxaliplatin Plus Fluorouracil Versus Sorafenib in Advanced Hepatocellular Carcinoma: A Biomolecular Exploratory, Randomized, Phase III Trial (FOHAIC-1)",J Clin Oncol,,
4882443,34882443,2021,How bad is Omicron? Some clues are emerging,Science,,
1969132,31969132,2020,Vigorous cool room treadmill training to improve walking ability in people with multiple sclerosis who use ambulatory assistive devices: a feasibility study,BMC Neurol,Free PMC article,Clinical Trial
4906316,34906316,2021,Using epigenetic modifiers to target cancer stem cell immunoevasion,Cancer Cell,,
0885754,30885754,2019,Clinical differences in pediatric and adult Malassezia folliculitis: Retrospective analysis of 321 cases over 9 years,J Am Acad Dermatol,,
4880495,34880495,2022,Structure of pathological TDP-43 filaments from ALS with FTLD,Nature,,
4908527,34908527,2021,insomniac links the development and function of a sleep-regulatory circuit,Elife,Free PMC article,
4896326,34896326,2022,Highly mutated SARS-CoV-2 Omicron variant sparks significant concern among global experts - What is known so far?,Travel Med Infect Dis,Free PMC article,No abstract available
4890549,34890549,2021,Killer fatigue: Transition to NK-cell-like phenotype is a signature of CAR-T cell exhaustion,Cell,,
4893757,34893757,2021,Benzodiazepine use and neuroimaging markers of Alzheimer's disease in nondemented older individuals: an MRI and 18F Florbetapir PET study in the MEMENTO cohort,Neuropsychopharmacology,,
4880489,34880489,2021,"Combinatorial, additive and dose-dependent drug-microbiome associations",Nature,,
4893611,34893611,2021,Serological responses and vaccine effectiveness for extended COVID-19 vaccine schedules in England,Nat Commun,Free PMC article,
4902392,34902392,2021,Clinical Cardiovascular Adverse Events Reported Post-COVID-19 Vaccination: Are They a Real Risk?,Curr Probl Cardiol,Free PMC article,Review
4887556,34887556,2021,"Programmable deletion, replacement, integration and inversion of large DNA sequences with twin prime editing",Nat Biotechnol,,
4907403,34907403,2022,The PROTAC gold rush,Nat Biotechnol,,
4883099,34883099,2021,"Structure-function characterization of the mono- and diheme forms of MhuD, a noncanonical heme oxygenase from Mycobacterium tuberculosis",J Biol Chem,Free article,
4857948,34857948,2021,How bad is Omicron? What scientists know so far,Nature,,
6438782,26438782,2015,Physical Activity in the Prevention of Heart Failure: Another Step Forward,Circulation,,
6689555,16689555,2006,Under-reporting of adverse drug reactions : a systematic review,Drug Saf,,
4907080,34907080,2021,Detecting Neuroendocrine Prostate Cancer Through Tissue-Informed Cell-Free DNA Methylation Analysis,Clin Cancer Res,,
4883119,34883119,2021,The Origin and Contribution of Cancer-Associated Fibroblasts in Colorectal Carcinogenesis,Gastroenterology,,
4936646,34936646,2021,Awareness and preparedness of healthcare workers against the first wave of the COVID-19 pandemic: A cross-sectional survey across 57 countries,PLoS One,Free PMC article,
4883497,34883497,2021,Malaria protection due to sickle haemoglobin depends on parasite genotype,Nature,,
0211999,20211999,2010,Assisted suicide by oxygen deprivation with helium at a Swiss right-to-die organisation,J Med Ethics,,
4902530,34902530,2021,Updated efficacy and safety data from IMbrave150: atezolizumab plus bevacizumab vs. sorafenib for unresectable hepatocellular carcinoma,J Hepatol,Free article,
7133814,27133814,2016,Evaluating Acupuncture and Standard carE for pregnant women with Back pain (EASE Back): a feasibility study and pilot randomised trial,Health Technol Assess,Free PMC article,Clinical Trial
4880502,34880502,2021,Gut microbiota modulates weight gain in mice after discontinued smoke exposure,Nature,,
4881558,34881558,2021,The influence of muscle strength and aerobic fitness on functional recovery in professional soccer,J Sports Med Phys Fitness,,
4928698,34928698,2021,Responses to a Neutralizing Monoclonal Antibody for Hospitalized Patients With COVID-19 According to Baseline Antibody and Antigen Levels : A Randomized Controlled Trial,Ann Intern Med,Free article,
4901876,34901876,2021,Autophagy in healthy aging and disease,Nat Aging,Free PMC article,
0408051,30408051,2018,Substrate-independent immunomodulatory characteristics of mesenchymal stem cells in three-dimensional culture,PLoS One,Free PMC article,
4902760,34902760,2021,"CD19 B cell repopulation after ocrelizumab, alemtuzumab and cladribine: Implications for SARS-CoV-2 vaccinations in multiple sclerosis",Mult Scler Relat Disord,Free PMC article,
4903883,34903883,2021,Peroxisomal β-oxidation acts as a sensor for intracellular fatty acids and regulates lipolysis,Nat Metab,Free PMC article,
4882029,34882029,2022,Recent COVID-19 vaccination has minimal effects on the physiological responses to graded exercise in physically active healthy people,J Appl Physiol (1985),Free article,
4903114,34903114,2021,"ACL Reconstruction Rehabilitation: Clinical Data, Biologic Healing, and Criterion-Based Milestones to Inform a Return-to-Sport Guideline",Sports Health,,
4905598,34905598,2021,Anti-CD38 therapy impairs SARS-CoV-2 vaccine response against Alpha and Delta variants in Multiple Myeloma patients,Blood,Free PMC article,No abstract available
4898239,34898239,2021,"Daratumumab, Carfilzomib, Lenalidomide, and Dexamethasone With Minimal Residual Disease Response-Adapted Therapy in Newly Diagnosed Multiple Myeloma",J Clin Oncol,,
4890546,34890546,2022,Monoallelic IFT140 pathogenic variants are an important cause of the autosomal dominant polycystic kidney-spectrum phenotype,Am J Hum Genet,,
4902531,34902531,2021,TAZ-induced Cybb contributes to liver tumor formation in non-alcoholic steatohepatitis,J Hepatol,,
4931965,34931965,2021,COVID-19 vaccination in children: an open question,Curr Pediatr Rev,,
1151422,31151422,2019,K-ras-ERK1/2 down-regulates H2A.XY142ph through WSTF to promote the progress of gastric cancer,BMC Cancer,Free PMC article,
032762,,1991,Pornography and rape: theory and practice? Evidence from crime data in four countries where pornography is easily available,Int J Law Psychiatry,,
4903892,34903892,2022,Discovery of a genetic module essential for assigning left-right asymmetry in humans and ancestral vertebrates,Nat Genet,,
4893775,34893775,2021,Avelumab maintenance in advanced urothelial carcinoma: biomarker analysis of the phase 3 JAVELIN Bladder 100 trial,Nat Med,,
4891223,34891223,2021,Betibeglogene Autotemcel Gene Therapy for Non-β0/β0 Genotype β-Thalassemia,N Engl J Med,,
2481927,22481927,2012,Immunotherapy of genitourinary malignancies,J Oncol,Free PMC article,
2409935,32409935,2020,Infrared thermal imaging as a screening tool for paediatric wrist fractures,Med Biol Eng Comput,,
4905508,34905508,2021,An alternatively spliced STING isoform localizes in the cytoplasmic membrane and directly senses extracellular cGAMP,J Clin Invest,Free article,
4903893,34903893,2021,"As COVID-19 vaccines arrive in Africa, Omicron is reducing supply and increasing demand",Nat Med,,
4850421,34850421,2021,"Omicron variant (B.1.1.529) of SARS-CoV-2, a global urgent public health alert!",J Med Virol,,
4932066,34932066,2021,Maternal and Neonatal SARS-CoV-2 Immunoglobulin G Antibody Levels at Delivery After Receipt of the BNT162b2 Messenger RNA COVID-19 Vaccine During the Second Trimester of Pregnancy,JAMA Pediatr,,
4928295,34928295,2022,Multisystem Inflammatory Syndrome in Children by COVID-19 Vaccination Status of Adolescents in France,JAMA,,
4882509,34882509,2022,Breast implant illness: scientific evidence of its existence,Expert Rev Clin Immunol,,
4932795,34932795,2021,Limited-stage Diffuse Large B-cell Lymphoma,Blood,,
4903873,34903873,2021,Merck's COVID pill loses its lustre: what that means for the pandemic,Nature,,
4161220,34161220,2021,"Emendation of Rules 5b, 8, 15 and 22 of the International Code of Nomenclature of Prokaryotes to include the rank of phylum",Int J Syst Evol Microbiol,,
4173975,34173975,2021,Single-cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,J Pathol,,
0209896,30209896,2019,Finasteride and Erectile Dysfunction in Patients with Benign Prostatic Hyperplasia or Male Androgenetic Alopecia,World J Mens Health,Free PMC article,Review
0596403,30596403,2019,Ivermectin inhibits the growth of glioma cells by inducing cell cycle arrest and apoptosis in vitro and in vivo,J Cell Biochem,,
8857346,28857346,2018,ZIC2 promotes viability and invasion of human osteosarcoma cells by suppressing SHIP2 expression and activating PI3K/AKT pathways,J Cell Biochem,,
4876665,34876665,2021,Beyond Omicron: what's next for COVID's viral evolution,Nature,,
4871551,34871551,2022,The global burden of adolescent and young adult cancer in 2019: a systematic analysis for the Global Burden of Disease Study 2019,Lancet Oncol,Free PMC article,
1531769,31531769,2020,Effects of Dietary Supplements on Adaptations to Endurance Training,Sports Med,,
4889978,34889978,2022,"Common, low-frequency, rare, and ultra-rare coding variants contribute to COVID-19 severity",Hum Genet,Free PMC article,
1918985,31918985,2020,Skipping breakfast is associated with overweight and obesity: A systematic review and meta-analysis,Obes Res Clin Pract,,
1006538,31006538,2019,Intrinsically Disordered Protein TEX264 Mediates ER-phagy,Mol Cell,Free article,
4926119,34926119,2022,"COVID-19 phase 4 vaccine candidates, effectiveness on SARS-CoV-2 variants, neutralizing antibody, rare side effects, traditional and nano-based vaccine platforms: a review",3 Biotech,Free PMC article,Review
4878945,34878945,2021,"The Conceptual, Cunning, and Conclusive Experiment in Psychology",Perspect Psychol Sci,,
4872924,34872924,2021,Preparing for Omicron as a covid veteran,BMJ,,
4874638,34874638,2021,Audio Interview: The Omicron Variant of SARS-CoV-2,N Engl J Med,,
4861191,34861191,2021,An NK-like CAR T cell transition in CAR T cell dysfunction,Cell,,
4873338,34873338,2021,The flavonoid procyanidin C1 has senotherapeutic activity and increases lifespan in mice,Nat Metab,Free PMC article,
4836309,34836309,2021,"Rapid and Effective Vitamin D Supplementation May Present Better Clinical Outcomes in COVID-19 (SARS-CoV-2) Patients by Altering Serum INOS1, IL1B, IFNg, Cathelicidin-LL37, and ICAM1",Nutrients,Free PMC article,
4863925,34863925,2022,"Emergence of new SARS-CoV-2 Variant of Concern Omicron (B.1.1.529) - highlights Africa's research capabilities, but exposes major knowledge gaps, inequities of vaccine distribution, inadequacies in global COVID-19 response and control efforts",Int J Infect Dis,Free PMC article,No abstract available
4919343,34919343,2021,A brief history of nearly EV-erything - The rise and rise of extracellular vesicles,J Extracell Vesicles,Free PMC article,Review
0300656,30300656,2018,Salidroside protects LPS-induced injury in human thyroid follicular epithelial cells by upregulation of MiR-27a,Life Sci,,
4839563,34839563,2021,Genital necrosis with cutaneous thrombosis after COVID-19 mRNA vaccination,J Eur Acad Dermatol Venereol,,
1963861,21963861,2011,The Boston keratoprosthesis type II: the Massachusetts Eye and Ear Infirmary experience,Cornea,,
4893064,34893064,2021,Long non-coding RNA NORAD/miR-224-3p/MTDH axis contributes to CDDP resistance of esophageal squamous cell carcinoma by promoting nuclear accumulation of β-catenin,Mol Cancer,Free PMC article,
4642638,34642638,2021,The evolution of the mechanisms of SARS-CoV-2 evolution revealing vaccine-resistant mutations in Europe and America,ArXiv,Free PMC article,Updated
3406327,33406327,2021,"Open Schools, Covid-19, and Child and Teacher Morbidity in Sweden",N Engl J Med,Free PMC article,No abstract available
3157050,23157050,2012,Peritoneal enterobiasis causing endometriosis-like symptoms,Clin Exp Obstet Gynecol,,
4863358,34863358,2021,"Safety and immunogenicity of seven COVID-19 vaccines as a third dose (booster) following two doses of ChAdOx1 nCov-19 or BNT162b2 in the UK (COV-BOOST): a blinded, multicentre, randomised, controlled, phase 2 trial",Lancet,Free PMC article,Clinical Trial
4893014,34893014,2021,COVID-19 mRNA vaccine may trigger subacute thyroiditis,Hum Vaccin Immunother,,
1289121,21289121,2011,Epithelial cells lining salivary gland ducts are early target cells of severe acute respiratory syndrome coronavirus infection in the upper respiratory tracts of rhesus macaques,J Virol,Free PMC article,
4903602,34903602,2021,PKM2 is essential for bladder cancer growth and maintenance,Cancer Res,,
4873584,34873584,2021,Disentangling post-vaccination symptoms from early COVID-19,EClinicalMedicine,Free PMC article,
4872965,34872965,2021,A microfluidic cancer-on-chip platform predicts drug response using organotypic tumor slice culture,Cancer Res,Free article,
2441582,32441582,2020,Real-world use of sorafenib for advanced renal cell carcinoma patients with cardiovascular disease: nationwide survey in Japan,Expert Rev Anticancer Ther,,
4845008,34845008,2021,"Covid-19: Omicron may be more transmissible than other variants and partly resistant to existing vaccines, scientists fear",BMJ,,
4855502,34855502,2021,Where did 'weird' Omicron come from?,Science,,
4873175,34873175,2021,Glucocorticoid receptor regulates PD-L1 and MHC-I in pancreatic cancer cells to promote immune evasion and immunotherapy resistance,Nat Commun,Free PMC article,
4874419,34874419,2021,Effect of High-Flow Oxygen Therapy vs Conventional Oxygen Therapy on Invasive Mechanical Ventilation and Clinical Recovery in Patients With Severe COVID-19: A Randomized Clinical Trial,JAMA,,
1779711,31779711,2019,"Colistin versus meropenem in the empirical treatment of ventilator-associated pneumonia (Magic Bullet study): an investigator-driven, open-label, randomized, noninferiority controlled trial",Crit Care,Free PMC article,Clinical Trial
4873551,34873551,2021,Induced Native Phage Therapy for the Treatment of Lyme Disease and Relapsing Fever: A Retrospective Review of First 14 Months in One Clinic,Cureus,Free PMC article,
4875674,34875674,2021,Multi-omic machine learning predictor of breast cancer therapy response,Nature,,
4905596,34905596,2021,Platelet ACKR3/CXCR7 Favors Anti-Platelet Lipids over an Atherothrombotic Lipidome and Regulates Thrombo-inflammation,Blood,,
3824984,23824984,2014,Mapping sensory nerve communications between peripheral nerve territories,Clin Anat,,
2981448,32981448,2021,Lockdowns and the COVID-19 pandemic: What is the endgame?,Scand J Public Health,Free PMC article,
